id_persona,nombre,apellido,edad,genero,ciudad,estado,ocupacion,nivel_estudios,ingreso_mensual,activo,fecha_registro
48,Ana,Cruz,20,M,Merida,Aguascalientes,Estudiante,Licenciatura,8172.81,true,2026-06-03
49,Elena,Cruz,34,F,Monterrey,Aguascalientes,Diseñador,Doctorado,21971.38,true,2026-02-19
50,Darely,Alvarez,27,F,CDMX,Aguascalientes,Ingeniero,Licenciatura,15088.31,false,2026-02-10
51,Eduardo,Gomez,22,F,Aguascalientes,Aguascalientes,Abogado,Maestria,15429.13,true,2026-04-05
52,Eduardo,Garcia,33,M,Guadalajara,Aguascalientes,Ingeniero,Preparatoria,15327.67,false,2026-05-02
53,Eduardo,Hernandez,53,F,CDMX,Aguascalientes,Ingeniero,Preparatoria,8025.78,true,2026-03-22
54,Carlos,Lopez,27,F,Monterrey,Aguascalientes,Ingeniero,Preparatoria,11477.7,true,2026-03-28
55,Darely,Hernandez,23,M,CDMX,Aguascalientes,Abogado,Preparatoria,18076.7,false,2026-02-22
56,Elena,Perez,34,F,Merida,Aguascalientes,Medico,Maestria,15086.41,true,2026-05-13
57,Ana,Alvarez,22,F,Aguascalientes,Aguascalientes,Diseñador,Doctorado,18611.38,true,2026-05-07
58,Elena,Lopez,50,F,CDMX,Aguascalientes,Diseñador,Licenciatura,13785.94,false,2026-02-16
59,Carlos,Cruz,58,M,Monterrey,Aguascalientes,Ingeniero,Doctorado,5484.32,true,2026-03-17
60,Elena,Garcia,42,M,Merida,Aguascalientes,Estudiante,Maestria,18562.8,false,2026-02-26
61,Maria,Alvarez,48,M,Merida,Aguascalientes,Diseñador,Licenciatura,10170.64,false,2026-05-23
62,Ana,Perez,32,M,Merida,Aguascalientes,Ingeniero,Doctorado,3143.38,false,2026-03-21
63,Darely,Gomez,58,F,Monterrey,Aguascalientes,Abogado,Maestria,16188.51,true,2026-05-31
64,Carlos,Martinez,42,F,Monterrey,Aguascalientes,Estudiante,Maestria,19623.74,true,2026-04-14
65,Elena,Hernandez,35,M,Aguascalientes,Aguascalientes,Diseñador,Preparatoria,3182.11,true,2026-04-21
66,Eduardo,Garcia,34,F,Merida,Aguascalientes,Medico,Licenciatura,20627.07,true,2026-03-03
67,Elena,Cruz,20,M,Merida,Aguascalientes,Estudiante,Licenciatura,11675.17,false,2026-05-12
68,Erick,Gomez,40,M,Guadalajara,Aguascalientes,Diseñador,Doctorado,20071.32,true,2026-03-30
69,Carlos,Alvarez,54,F,Aguascalientes,Aguascalientes,Estudiante,Licenciatura,22514.76,true,2026-04-30
70,Ana,Alvarez,33,M,Merida,Aguascalientes,Diseñador,Maestria,5320.03,false,2026-03-10
71,Erick,Alvarez,23,F,Aguascalientes,Aguascalientes,Ingeniero,Maestria,18299.17,true,2026-06-01
72,Jose,Lopez,22,M,Monterrey,Aguascalientes,Abogado,Doctorado,4913.88,true,2026-04-13
73,Eduardo,Gomez,35,M,Merida,Aguascalientes,Abogado,Preparatoria,19057.91,true,2026-02-20
74,Maria,Perez,23,M,Monterrey,Aguascalientes,Ingeniero,Licenciatura,19187.04,true,2026-04-07
75,Elena,Perez,24,M,Monterrey,Aguascalientes,Diseñador,Preparatoria,10557.25,true,2026-05-27
76,Carlos,Martinez,19,M,Merida,Aguascalientes,Diseñador,Doctorado,12995.1,true,2026-04-19
77,Luis,Garcia,56,M,Monterrey,Aguascalientes,Diseñador,Licenciatura,21957.14,false,2026-03-06
78,Darely,Gomez,38,M,Aguascalientes,Aguascalientes,Ingeniero,Maestria,12211.08,true,2026-04-29
79,Darely,Martinez,45,F,CDMX,Aguascalientes,Abogado,Licenciatura,12137.46,true,2026-02-25
80,Darely,Hernandez,45,F,Guadalajara,Aguascalientes,Abogado,Maestria,9292.56,true,2026-05-17
81,Jose,Cruz,42,F,Merida,Aguascalientes,Diseñador,Doctorado,12165.37,false,2026-06-03
82,Darely,Hernandez,59,M,Aguascalientes,Aguascalientes,Estudiante,Doctorado,10885.65,true,2026-04-01
83,Darely,Alvarez,55,M,Merida,Aguascalientes,Estudiante,Maestria,21399.52,true,2026-04-22
84,Darely,Garcia,52,F,CDMX,Aguascalientes,Medico,Preparatoria,5519.91,true,2026-04-21
85,Carlos,Garcia,29,M,Aguascalientes,Aguascalientes,Medico,Maestria,6797.72,true,2026-05-20
86,Carlos,Hernandez,47,M,CDMX,Aguascalientes,Medico,Maestria,16209.14,true,2026-04-03
87,Ana,Cruz,30,F,Guadalajara,Aguascalientes,Abogado,Maestria,22135.07,true,2026-02-16
88,Darely,Hernandez,28,M,Aguascalientes,Aguascalientes,Abogado,Doctorado,11707.74,true,2026-04-17
89,Carlos,Garcia,19,F,Guadalajara,Aguascalientes,Ingeniero,Doctorado,11667.76,true,2026-02-23
90,Darely,Martinez,44,F,Aguascalientes,Aguascalientes,Ingeniero,Maestria,13823.43,false,2026-04-24
91,Eduardo,Cruz,22,M,Guadalajara,Aguascalientes,Abogado,Doctorado,18523.05,true,2026-05-18
92,Carlos,Perez,59,M,Guadalajara,Aguascalientes,Ingeniero,Doctorado,17007.14,true,2026-03-30
93,Maria,Lopez,39,M,Aguascalientes,Aguascalientes,Medico,Licenciatura,8373.28,true,2026-05-15
94,Maria,Gomez,28,F,Monterrey,Aguascalientes,Estudiante,Doctorado,5490.32,false,2026-04-08
95,Maria,Perez,38,M,Aguascalientes,Aguascalientes,Diseñador,Licenciatura,20569.36,true,2026-02-28
96,Elena,Lopez,40,M,CDMX,Aguascalientes,Medico,Preparatoria,3302.2,true,2026-04-20
97,Luis,Lopez,46,M,Aguascalientes,Aguascalientes,Diseñador,Doctorado,7646.93,true,2026-04-29
98,Carlos,Garcia,50,M,Aguascalientes,Aguascalientes,Estudiante,Licenciatura,14541.82,true,2026-04-26
99,Elena,Alvarez,27,M,Aguascalientes,Aguascalientes,Abogado,Maestria,11155.66,true,2026-02-11
100,Carlos,Martinez,49,F,Guadalajara,Aguascalientes,Ingeniero,Licenciatura,16058.29,true,2026-02-16
101,Darely,Alvarez,24,F,Aguascalientes,Aguascalientes,Abogado,Preparatoria,7992.65,true,2026-05-18
102,Erick,Martinez,36,M,CDMX,Aguascalientes,Medico,Doctorado,15931.09,true,2026-04-26
103,Ana,Martinez,20,F,CDMX,Aguascalientes,Ingeniero,Licenciatura,16741.47,true,2026-03-10
104,Darely,Perez,58,F,Merida,Aguascalientes,Ingeniero,Licenciatura,17103.55,true,2026-02-24
105,Carlos,Perez,40,F,Guadalajara,Aguascalientes,Diseñador,Preparatoria,19405.52,true,2026-02-18
106,Maria,Hernandez,49,M,Guadalajara,Aguascalientes,Diseñador,Maestria,13796.57,true,2026-05-29
107,Ana,Alvarez,60,M,Guadalajara,Aguascalientes,Diseñador,Maestria,16243.34,true,2026-04-02
108,Erick,Lopez,25,F,Merida,Aguascalientes,Medico,Doctorado,11064.58,true,2026-04-06
109,Ana,Gomez,38,M,Merida,Aguascalientes,Abogado,Doctorado,21137.56,false,2026-05-30
110,Darely,Cruz,47,M,Merida,Aguascalientes,Estudiante,Doctorado,15226.18,true,2026-04-16
111,Maria,Alvarez,35,F,Guadalajara,Aguascalientes,Abogado,Licenciatura,3505.62,true,2026-04-19
112,Luis,Garcia,44,M,Monterrey,Aguascalientes,Abogado,Preparatoria,17571,true,2026-03-10
113,Luis,Hernandez,18,M,Aguascalientes,Aguascalientes,Estudiante,Preparatoria,19793.65,true,2026-02-15
114,Jose,Martinez,47,M,Aguascalientes,Aguascalientes,Medico,Licenciatura,21409.14,true,2026-04-22
115,Erick,Martinez,41,F,Merida,Aguascalientes,Diseñador,Maestria,21290.72,false,2026-05-25
116,Maria,Cruz,27,M,Merida,Aguascalientes,Ingeniero,Preparatoria,5399.92,false,2026-02-20
117,Eduardo,Martinez,33,F,Merida,Aguascalientes,Abogado,Licenciatura,16767.5,true,2026-03-08
118,Jose,Garcia,59,F,CDMX,Aguascalientes,Diseñador,Maestria,12331.18,true,2026-03-07
119,Ana,Lopez,25,M,Merida,Aguascalientes,Ingeniero,Licenciatura,4295.4,true,2026-03-02
120,Carlos,Alvarez,36,F,Aguascalientes,Aguascalientes,Diseñador,Preparatoria,16786.72,true,2026-03-27
121,Luis,Hernandez,35,F,Guadalajara,Aguascalientes,Ingeniero,Doctorado,8039.07,true,2026-03-19
122,Eduardo,Lopez,48,M,Monterrey,Aguascalientes,Ingeniero,Doctorado,22252.7,false,2026-05-01
123,Ana,Gomez,50,F,Guadalajara,Aguascalientes,Estudiante,Doctorado,8826.96,false,2026-05-02
124,Luis,Alvarez,23,F,Monterrey,Aguascalientes,Medico,Licenciatura,9855.43,true,2026-04-09
125,Eduardo,Garcia,48,M,CDMX,Aguascalientes,Estudiante,Licenciatura,18143.14,true,2026-03-10
126,Eduardo,Lopez,59,F,Aguascalientes,Aguascalientes,Ingeniero,Licenciatura,5802.01,true,2026-05-28
127,Eduardo,Gomez,19,M,Merida,Aguascalientes,Abogado,Preparatoria,15501.04,false,2026-05-04
128,Jose,Hernandez,27,M,Monterrey,Aguascalientes,Medico,Doctorado,13548.53,false,2026-05-17
129,Erick,Lopez,58,M,Merida,Aguascalientes,Diseñador,Preparatoria,21290.44,true,2026-03-20
130,Carlos,Alvarez,22,F,Merida,Aguascalientes,Diseñador,Doctorado,14106.04,true,2026-03-21
131,Ana,Garcia,47,M,Monterrey,Aguascalientes,Estudiante,Doctorado,3891.69,false,2026-04-27
132,Maria,Hernandez,25,F,CDMX,Aguascalientes,Ingeniero,Doctorado,13507.01,true,2026-02-17
133,Maria,Gomez,25,M,Merida,Aguascalientes,Ingeniero,Doctorado,17952.61,false,2026-02-15
134,Erick,Garcia,54,M,Aguascalientes,Aguascalientes,Abogado,Doctorado,12868.97,true,2026-02-18
135,Elena,Martinez,59,M,Monterrey,Aguascalientes,Abogado,Licenciatura,15878.75,true,2026-05-30
136,Eduardo,Gomez,35,F,Guadalajara,Aguascalientes,Abogado,Maestria,14061.78,false,2026-05-27
137,Erick,Garcia,36,M,CDMX,Aguascalientes,Medico,Preparatoria,10971.55,true,2026-04-11
138,Elena,Martinez,38,M,Monterrey,Aguascalientes,Abogado,Doctorado,18934.51,true,2026-05-18
139,Elena,Hernandez,34,M,Aguascalientes,Aguascalientes,Estudiante,Doctorado,12463.26,true,2026-03-10
140,Ana,Alvarez,55,F,Guadalajara,Aguascalientes,Medico,Licenciatura,5483.51,false,2026-04-07
141,Darely,Lopez,48,M,Monterrey,Aguascalientes,Ingeniero,Licenciatura,20875.63,false,2026-04-13
142,Luis,Hernandez,30,F,Monterrey,Aguascalientes,Abogado,Doctorado,21606.55,true,2026-02-22
143,Ana,Hernandez,29,F,CDMX,Aguascalientes,Estudiante,Maestria,6712.77,true,2026-03-18
144,Ana,Garcia,49,F,CDMX,Aguascalientes,Ingeniero,Maestria,5732.78,true,2026-02-21
145,Jose,Lopez,55,M,CDMX,Aguascalientes,Medico,Maestria,9741.1,true,2026-05-19
146,Luis,Garcia,42,F,CDMX,Aguascalientes,Abogado,Maestria,6078.31,true,2026-02-27
147,Elena,Garcia,45,F,Monterrey,Aguascalientes,Estudiante,Maestria,15976.29,true,2026-05-19
148,Jose,Gomez,41,M,CDMX,Aguascalientes,Medico,Licenciatura,15143.43,true,2026-04-14
149,Carlos,Cruz,48,M,Monterrey,Aguascalientes,Diseñador,Maestria,20978.26,true,2026-05-25
150,Darely,Alvarez,33,F,Monterrey,Aguascalientes,Ingeniero,Preparatoria,17854.27,false,2026-05-11
151,Erick,Perez,44,M,Aguascalientes,Aguascalientes,Medico,Preparatoria,16026.22,true,2026-04-23
152,Darely,Hernandez,36,F,CDMX,Aguascalientes,Diseñador,Licenciatura,8379.9,true,2026-03-19
153,Jose,Hernandez,35,M,Guadalajara,Aguascalientes,Medico,Licenciatura,3740.19,true,2026-03-16
154,Eduardo,Garcia,28,M,CDMX,Aguascalientes,Medico,Maestria,9263.17,false,2026-02-10
155,Eduardo,Cruz,49,M,Merida,Aguascalientes,Medico,Doctorado,19893.16,false,2026-05-01
156,Ana,Garcia,30,M,CDMX,Aguascalientes,Estudiante,Preparatoria,15188.89,true,2026-05-19
157,Eduardo,Alvarez,21,F,Guadalajara,Aguascalientes,Medico,Doctorado,20745.22,true,2026-03-21
158,Elena,Martinez,56,F,Aguascalientes,Aguascalientes,Estudiante,Preparatoria,17221,true,2026-03-03
159,Eduardo,Cruz,50,F,Monterrey,Aguascalientes,Ingeniero,Licenciatura,16344.6,false,2026-02-13
160,Ana,Garcia,38,F,Aguascalientes,Aguascalientes,Ingeniero,Licenciatura,5400.02,true,2026-04-09
161,Erick,Lopez,34,M,Monterrey,Aguascalientes,Estudiante,Licenciatura,8330,true,2026-05-30
162,Luis,Hernandez,54,M,CDMX,Aguascalientes,Estudiante,Licenciatura,10291.61,true,2026-05-12
163,Ana,Gomez,35,F,Aguascalientes,Aguascalientes,Abogado,Doctorado,19648.78,false,2026-02-13
164,Jose,Gomez,38,M,Aguascalientes,Aguascalientes,Estudiante,Preparatoria,15529.76,true,2026-02-21
165,Eduardo,Lopez,20,M,Monterrey,Aguascalientes,Abogado,Preparatoria,17263.57,true,2026-02-21
166,Maria,Gomez,60,M,Monterrey,Aguascalientes,Abogado,Doctorado,12305.01,true,2026-05-05
167,Maria,Gomez,45,F,Guadalajara,Aguascalientes,Ingeniero,Licenciatura,15786.08,true,2026-06-03
168,Carlos,Perez,31,M,CDMX,Aguascalientes,Medico,Preparatoria,16042.29,false,2026-03-25
169,Erick,Perez,40,M,Monterrey,Aguascalientes,Abogado,Licenciatura,21132.92,true,2026-03-08
170,Eduardo,Perez,38,M,Guadalajara,Aguascalientes,Ingeniero,Doctorado,9693.36,false,2026-03-12
171,Darely,Alvarez,42,F,Guadalajara,Aguascalientes,Diseñador,Doctorado,6375.88,true,2026-05-16
172,Darely,Cruz,24,F,Monterrey,Aguascalientes,Medico,Doctorado,21816.49,true,2026-02-09
173,Maria,Alvarez,52,M,Guadalajara,Aguascalientes,Estudiante,Licenciatura,19971.41,true,2026-02-15
174,Erick,Martinez,33,M,Aguascalientes,Aguascalientes,Estudiante,Doctorado,4160.64,true,2026-03-02
175,Elena,Cruz,56,F,Guadalajara,Aguascalientes,Estudiante,Preparatoria,8923.7,true,2026-03-24
176,Luis,Cruz,29,F,Merida,Aguascalientes,Ingeniero,Maestria,3308.7,true,2026-05-19
177,Ana,Garcia,47,F,Merida,Aguascalientes,Estudiante,Licenciatura,10543.56,true,2026-04-15
178,Eduardo,Gomez,57,F,Aguascalientes,Aguascalientes,Medico,Maestria,7412.9,true,2026-03-09
179,Carlos,Alvarez,26,F,Monterrey,Aguascalientes,Medico,Preparatoria,19700.38,true,2026-04-22
180,Darely,Gomez,54,M,Aguascalientes,Aguascalientes,Diseñador,Preparatoria,15720.71,true,2026-04-12
181,Ana,Martinez,46,M,CDMX,Aguascalientes,Estudiante,Doctorado,17050.4,true,2026-05-10
182,Maria,Hernandez,47,F,Aguascalientes,Aguascalientes,Estudiante,Maestria,13326.36,false,2026-02-09
183,Darely,Garcia,20,F,CDMX,Aguascalientes,Estudiante,Licenciatura,4745.42,true,2026-04-15
184,Jose,Cruz,39,F,Aguascalientes,Aguascalientes,Estudiante,Doctorado,18718.79,true,2026-05-03
185,Darely,Lopez,50,M,Merida,Aguascalientes,Ingeniero,Preparatoria,10646.45,true,2026-05-02
186,Erick,Gomez,28,M,Merida,Aguascalientes,Ingeniero,Licenciatura,22022.74,true,2026-02-11
187,Maria,Martinez,26,M,Merida,Aguascalientes,Abogado,Licenciatura,10150.92,true,2026-02-20
188,Eduardo,Cruz,48,M,Guadalajara,Aguascalientes,Ingeniero,Licenciatura,4723.44,false,2026-03-16
189,Eduardo,Lopez,30,F,Guadalajara,Aguascalientes,Estudiante,Doctorado,3196.53,true,2026-05-30
190,Darely,Cruz,41,F,CDMX,Aguascalientes,Abogado,Licenciatura,17779.64,true,2026-04-12
191,Ana,Lopez,22,F,Monterrey,Aguascalientes,Diseñador,Licenciatura,12146.18,true,2026-04-20
192,Luis,Gomez,52,M,Aguascalientes,Aguascalientes,Medico,Preparatoria,19452.32,true,2026-03-29
193,Darely,Hernandez,20,F,Merida,Aguascalientes,Medico,Maestria,12609.97,true,2026-02-16
194,Elena,Cruz,42,F,CDMX,Aguascalientes,Abogado,Licenciatura,22486.55,true,2026-05-15
195,Elena,Cruz,31,M,Merida,Aguascalientes,Estudiante,Maestria,12653.71,true,2026-04-27
196,Jose,Hernandez,34,F,Guadalajara,Aguascalientes,Abogado,Preparatoria,8685.77,false,2026-04-10
197,Elena,Perez,54,F,CDMX,Aguascalientes,Estudiante,Maestria,8642.79,true,2026-05-25
198,Darely,Gomez,59,F,Guadalajara,Aguascalientes,Ingeniero,Licenciatura,3254.7,true,2026-05-04
199,Jose,Hernandez,30,M,Aguascalientes,Aguascalientes,Abogado,Doctorado,5780.22,false,2026-03-12
200,Luis,Alvarez,36,M,Guadalajara,Aguascalientes,Ingeniero,Doctorado,3169.35,true,2026-05-26
201,Ana,Lopez,44,M,Monterrey,Aguascalientes,Medico,Preparatoria,5556.11,false,2026-04-11
202,Ana,Lopez,19,M,Merida,Aguascalientes,Estudiante,Maestria,17903.19,true,2026-05-24
203,Erick,Cruz,48,F,Monterrey,Aguascalientes,Abogado,Doctorado,3257.02,true,2026-04-05
204,Luis,Hernandez,22,M,Aguascalientes,Aguascalientes,Diseñador,Maestria,17300.23,true,2026-03-07
205,Carlos,Martinez,46,M,Merida,Aguascalientes,Ingeniero,Doctorado,20520.22,true,2026-05-26
206,Eduardo,Alvarez,25,F,Merida,Aguascalientes,Estudiante,Preparatoria,21255.55,true,2026-04-21
207,Luis,Cruz,55,M,Merida,Aguascalientes,Diseñador,Licenciatura,13164.07,false,2026-05-21
208,Erick,Martinez,48,F,Merida,Aguascalientes,Ingeniero,Doctorado,15972.62,true,2026-04-24
209,Eduardo,Perez,26,M,CDMX,Aguascalientes,Abogado,Doctorado,6672.09,false,2026-04-11
210,Erick,Alvarez,60,M,CDMX,Aguascalientes,Abogado,Licenciatura,4009.45,true,2026-04-27
211,Eduardo,Martinez,19,M,Aguascalientes,Aguascalientes,Ingeniero,Licenciatura,18296.67,true,2026-02-20
212,Maria,Perez,48,M,CDMX,Aguascalientes,Medico,Preparatoria,22637.17,true,2026-03-13
213,Erick,Hernandez,41,F,Guadalajara,Aguascalientes,Diseñador,Preparatoria,15738.14,false,2026-05-31
214,Jose,Cruz,58,F,Merida,Aguascalientes,Medico,Doctorado,17070.26,true,2026-03-02
215,Elena,Gomez,51,F,CDMX,Aguascalientes,Ingeniero,Maestria,14453.52,true,2026-04-22
216,Erick,Garcia,48,F,Merida,Aguascalientes,Diseñador,Licenciatura,11165.15,true,2026-04-15
217,Luis,Cruz,23,M,Guadalajara,Aguascalientes,Abogado,Preparatoria,21012.27,false,2026-03-15
218,Ana,Cruz,43,F,Monterrey,Aguascalientes,Medico,Preparatoria,3380.77,false,2026-05-12
219,Luis,Garcia,58,F,Merida,Aguascalientes,Diseñador,Licenciatura,12896.87,true,2026-04-02
220,Darely,Alvarez,46,F,Aguascalientes,Aguascalientes,Abogado,Preparatoria,10309.53,false,2026-05-26
221,Darely,Lopez,26,M,Merida,Aguascalientes,Medico,Doctorado,13435.55,true,2026-05-27
222,Carlos,Hernandez,33,M,Aguascalientes,Aguascalientes,Estudiante,Preparatoria,5790.73,true,2026-04-09
223,Eduardo,Cruz,20,F,Guadalajara,Aguascalientes,Diseñador,Doctorado,13633.89,true,2026-05-05
224,Maria,Perez,40,F,Guadalajara,Aguascalientes,Estudiante,Maestria,14499.95,true,2026-03-11
225,Erick,Cruz,52,M,Merida,Aguascalientes,Medico,Maestria,9761.68,true,2026-03-27
226,Jose,Lopez,54,F,CDMX,Aguascalientes,Medico,Doctorado,3130.56,true,2026-06-02
227,Maria,Gomez,26,M,Guadalajara,Aguascalientes,Ingeniero,Maestria,13340.43,true,2026-02-08
228,Erick,Garcia,34,F,Aguascalientes,Aguascalientes,Diseñador,Preparatoria,4131.48,false,2026-03-20
229,Jose,Martinez,50,M,Merida,Aguascalientes,Abogado,Doctorado,17349.97,true,2026-05-08
230,Erick,Garcia,33,F,Guadalajara,Aguascalientes,Ingeniero,Preparatoria,8201.22,true,2026-06-02
231,Jose,Perez,50,M,CDMX,Aguascalientes,Diseñador,Maestria,22565.78,true,2026-04-21
232,Luis,Alvarez,39,M,Guadalajara,Aguascalientes,Abogado,Licenciatura,20867.56,true,2026-04-14
233,Ana,Gomez,19,M,CDMX,Aguascalientes,Abogado,Maestria,12385.96,true,2026-03-17
234,Eduardo,Hernandez,40,F,Guadalajara,Aguascalientes,Diseñador,Doctorado,14146.62,false,2026-03-05
235,Carlos,Gomez,58,M,Monterrey,Aguascalientes,Ingeniero,Licenciatura,15425.08,true,2026-05-10
236,Maria,Gomez,27,F,Merida,Aguascalientes,Medico,Preparatoria,16072.89,false,2026-04-16
237,Maria,Hernandez,18,F,CDMX,Aguascalientes,Estudiante,Licenciatura,21044.01,true,2026-05-04
238,Jose,Martinez,26,F,Guadalajara,Aguascalientes,Abogado,Maestria,10895.61,true,2026-02-28
239,Elena,Cruz,52,F,Guadalajara,Aguascalientes,Diseñador,Maestria,8059.85,true,2026-04-14
240,Jose,Cruz,52,F,CDMX,Aguascalientes,Estudiante,Preparatoria,12686.06,true,2026-04-27
241,Darely,Cruz,19,M,Monterrey,Aguascalientes,Medico,Maestria,19417.26,true,2026-03-27
242,Carlos,Gomez,22,M,Aguascalientes,Aguascalientes,Ingeniero,Doctorado,19643.91,true,2026-04-12
243,Jose,Alvarez,47,M,Guadalajara,Aguascalientes,Ingeniero,Preparatoria,17059.05,true,2026-05-20
244,Jose,Lopez,25,F,Monterrey,Aguascalientes,Medico,Preparatoria,13913.92,true,2026-04-20
245,Eduardo,Hernandez,33,M,Guadalajara,Aguascalientes,Estudiante,Licenciatura,18661.88,true,2026-06-03
246,Darely,Cruz,42,M,Merida,Aguascalientes,Medico,Maestria,4105.11,true,2026-04-28
247,Carlos,Martinez,24,M,Monterrey,Aguascalientes,Diseñador,Doctorado,13576.77,true,2026-05-06
248,Eduardo,Perez,33,F,CDMX,Aguascalientes,Medico,Doctorado,7743.77,true,2026-04-01
249,Maria,Perez,30,M,Aguascalientes,Aguascalientes,Estudiante,Maestria,15250.77,true,2026-02-10
250,Darely,Cruz,22,M,Monterrey,Aguascalientes,Ingeniero,Doctorado,6680.69,false,2026-03-31
